income,expenses,emi,savings,stress_score
60025,21864,19817,223194,12.82648896293211
24189,20396,12406,130570,37.67476952333706
136222,12443,14513,540084,0.0
66797,14716,6124,232729,0.0
133589,99586,77405,296294,49.360576095337194
30750,5822,3349,120144,0.0
132786,20489,34828,552746,0.0
35461,33855,17889,36514,62.76585544682892
76222,50349,2060,197509,21.15275117420167
138158,47168,48138,611430,8.879471329926602
31120,6861,17830,46914,26.403598971722364
79894,78849,44741,229510,57.38278218639698
100433,69445,14966,31741,38.95318271882748
139767,91062,54872,310675,37.16617656528365
41125,40654,22186,227012,46.00644376899696
148328,37370,36737,616785,1.7127919206083817
87326,33552,31298,498380,8.546939055951263
41164,35412,2891,10836,44.506364784763385
131395,12905,55251,611863,0.0
74464,5683,2822,333366,0.0
68715,59712,40999,199181,52.8218729535036
77622,67382,25516,220408,42.3552601066708
51996,35252,9884,302499,16.502423263327948
74679,38440,37319,152131,35.54017863120824
75560,66349,28825,223190,44.3951826363155
86155,69539,17244,380638,26.27264813417677
136287,122851,15097,233762,40.92554682398174
143178,133533,72205,342575,54.840652893600975
48618,41082,8755,66353,42.628964581019375
140194,46990,60271,536970,14.804413883618409
84600,39968,38411,323158,22.683806146572106
84772,43501,42957,270587,29.9673830981928
63010,14143,26920,201521,12.320980796698937
51067,35844,5638,160462,23.8003015646112
68362,40514,14346,110431,29.949167666247327
77474,45433,32658,95222,40.037431912641665
60654,35046,4088,124354,21.334949055297255
120109,32805,915,398840,0.0
144863,62188,55398,581211,16.70036517261136
133199,39863,32957,29133,23.767182936808837
104372,43769,32400,492538,9.789598742957882
124566,6114,60207,399986,5.732302554469118
130409,112464,49073,779489,33.17175194963538
148959,84666,42344,571372,20.611040621916093
89772,17530,40165,454543,2.660072182863253
123682,61784,21953,20313,31.255599036238095
84261,13433,49342,198255,19.630137311448955
41168,21940,19046,156712,26.119315973571712
142217,135396,48832,322909,49.98372205854433
39549,25082,21272,30966,49.3097170598498
16749,10583,4047,40163,29.268314526240374
34362,11830,18805,78709,27.6513299575112
33910,11775,9362,178462,3.4054851076378654
42056,27752,2958,170367,15.552715427049652
53180,6123,31778,223795,8.617807446408428
140357,115126,19400,508682,28.41960144488697
109341,5968,62613,459914,4.603488170036858
147116,37137,57025,99580,24.74204029473341
31089,10363,239,110864,0.0
139406,81535,47747,218469,35.108137382896
133498,114783,21636,473312,31.74601866694632
141143,78251,64705,459400,29.783623700785732
80843,49923,21657,386709,17.67481414593719
85366,71580,47488,320455,45.40736358737671
64251,39398,10912,280499,15.624426078971535
73633,23082,43790,277561,20.614330531147715
135094,48316,4700,403749,4.330725272773035
62477,59566,13316,242313,36.8035437040831
75320,27808,17211,399721,2.600106213489113
62365,53022,21567,35546,53.49234346187766
104903,53829,28837,536014,11.652240641354396
126068,62894,1139,612661,1.007035885395183
78024,68267,26384,301904,37.92666359069004
131864,32125,77430,426015,19.51537189831948
50501,13838,8093,273635,0.0
144709,50243,18586,815776,0.0
37024,30919,21194,78658,54.03035868625756
79444,71048,45970,325052,47.40370575499724
120397,109437,12006,417510,32.09830809737784
79960,21467,27904,215385,13.914269634817408
74807,23113,34196,382918,8.733340462790913
30318,25519,11761,117757,38.182103041097704
123369,27082,65834,405466,15.888351206542978
140045,107896,58213,323842,43.58677567924596
100138,32734,44043,70874,30.398550000998622
36802,12766,17725,24861,33.231753709037555
86526,28628,24322,53755,24.680500658761527
19982,10577,10660,112949,22.805524972475226
95030,34285,39144,253640,21.1702620225192
122571,110705,46353,434073,42.57944375096883
87183,31596,38697,87655,30.8478143674799
77759,57669,22517,62878,44.621715814246585
119185,106507,69497,162811,61.175273734110846
123469,48366,7366,599055,0.0
148031,117541,8734,319657,31.264566205727178
28116,15982,10666,145791,18.595817328211695
115111,15562,62927,57173,26.14272311073659
116881,8079,62201,291612,12.268289970140572
100404,22087,42624,281765,13.948498067806062
52655,9836,31364,310425,8.166081093913206
68495,52623,28583,257392,36.31666545003284
24077,7985,8026,139001,4.916102504464845
52160,50835,11544,255930,33.049463190184056
87624,33588,21867,258205,14.414486898566606
90099,35499,38997,237196,23.849876247239145
137867,75972,15253,487790,14.287465455837872
122925,94885,19370,725580,19.897701850721987
139225,137084,76134,194297,64.12695277428624
74400,54603,9703,24693,40.25275537634409
140542,24901,42721,314729,9.820872052482535
30837,11210,3808,6855,22.00424814346402
16971,10451,5280,51463,28.073478286488715
90809,5333,44588,543088,0.0
111569,20657,42660,462385,3.8301409889843967
81889,45079,40307,96335,41.331009048834396
124671,115232,21738,373083,38.226251493932025
107851,60427,50046,614538,21.575275148121023
54301,28051,4902,278450,4.44015763982247
62784,61878,16294,182744,45.10607798165138
25780,7418,3984,14882,17.682311869666407
147878,35844,34577,696032,0.0
36986,31938,19988,143244,45.42799978370195
93626,71451,422,57385,35.27337491722385
102136,44437,42034,493153,14.073832928644158
55045,25424,16199,111331,24.752566082296305
125204,65325,68479,149347,42.000854605284175
88033,81213,3001,504592,22.490032147035777
37237,28552,11624,205647,25.82471735102183
15331,12684,4389,86911,27.81847237623117
139157,92676,5408,827784,9.853582644063898
91107,62743,8278,98260,32.675535359522314
111060,13913,44501,649915,0.0
67526,47552,18615,61146,41.709415632497105
149511,59296,48073,772363,7.691373878845042
137431,81206,50920,449087,28.026173134154597
131505,24737,58421,571813,5.434204022660737
22576,17184,10312,25795,50.615919560595316
147966,28561,17053,122333,10.12736033953746
120955,68600,36374,58416,37.971807697077416
147059,121960,26397,495291,31.8064518322578
62923,8053,32445,4022,26.704702572986033
66315,28819,12925,145178,18.578903717107742
47237,32840,15209,280311,22.639773906048227
16702,6625,6189,63785,15.560112561369898
44050,32320,22460,223027,32.080590238365495
39316,14826,92,144004,0.6348560382541457
97043,5737,39272,553239,0.0
146389,93641,75889,411471,38.66584920998162
26296,23483,2139,108642,27.24749011256464
78263,49573,22021,89036,37.23739187099906
90696,20396,47768,449989,7.503914174825788
122630,5459,54718,136578,14.505259724374135
92771,10151,13484,279533,0.0
113591,77404,46762,426326,31.77232351154581
41685,41513,8544,218581,32.9923233777138
101113,78638,43016,33220,54.26048084815998
47487,27992,12070,261848,14.640322614610312
19324,8647,5016,52542,19.161664251707723
59502,43415,27275,69832,48.94944707740916
137325,16778,71668,585260,5.675004551247039
53791,41290,11887,53062,42.28718558866725
49068,44901,8988,262066,28.08082660797261
141828,22265,64202,735857,0.956299179287587
102145,92203,45241,350419,45.69675461353958
53425,34496,3866,53869,30.137482452035563
130239,8072,32252,366660,0.0
108327,62877,45502,443366,25.35932869921626
127816,84089,53271,77831,46.5210537021969
34171,32365,8722,137445,37.45588364402564
39571,12188,23196,161802,18.403123499532487
137136,45370,23873,317405,11.932643507175356
126395,50755,53020,18125,36.14007674354207
137227,88351,60910,773014,24.94607475205317
40675,7903,17857,230771,2.275476336816226
15367,10288,6672,63908,30.047504392529444
81405,56563,20682,135192,36.600577360113014
54303,42522,16876,115637,40.93613612507596
113387,36037,16382,263477,10.051813699983246
109481,28249,10746,26685,15.608781432394663
122850,120754,58804,313777,55.52279202279203
138058,47182,2431,365478,4.555693983688016
37046,8124,14261,44131,20.406656589105435
75774,63874,33772,110234,52.70158629609101
58741,5554,6118,282888,0.0
134855,98204,6100,19125,37.51121575025027
73726,51788,42949,394082,33.42389387732957
103071,5733,13311,163569,0.012079052303751503
89873,38033,7257,268548,9.448777719671092
143990,26599,53346,783634,0.0
109238,30354,54139,435188,13.79849502920229
126075,81354,13200,20106,35.65472932778108
33328,26098,2546,30721,37.60006601056169
130905,32301,37049,6761,23.400213895573124
53217,12592,19520,128207,14.45712836123795
134188,20183,54509,791730,0.0
54731,27851,8909,154434,17.84619319946648
34162,8762,16185,159203,8.473889116562265
84386,32542,15524,187097,15.55441660939018
45849,24148,22496,107460,34.24153198543043
23661,14821,8038,61162,31.98343265288872
145042,12986,10584,498168,0.0
60709,52563,34669,352747,41.13368693274472
144043,67230,76576,247032,36.02660316710982
105552,19145,933,567511,0.0
52778,43521,29362,260102,38.842320663913
79638,72373,7154,139686,40.261935257038104
107726,89630,63721,97478,60.7369622932254
46128,38318,20479,113456,46.99488380159556
133507,89752,57773,98673,47.22714913824743
37607,11653,18538,191041,10.210732044566171
58668,31043,11928,159872,20.96389854776028
33933,10452,325,139889,0.0
120716,74022,8480,308839,20.677499254448463
141334,67540,15491,544108,9.028966844496018
54702,41119,2309,101208,30.02211984936565
81344,62675,45734,463944,36.01384244689221
82823,39009,43172,6651,43.998345870108544
118825,99096,6678,343552,29.490090469177357
138664,40501,70920,21787,34.276488490163274
92575,46777,48305,16318,45.25476640561706
52601,33433,24121,160270,34.8879298872645
97437,21968,27307,44425,20.203362172480677
27193,5198,14035,1105,29.999448387452652
120859,70642,35055,695649,15.826914007231572
40019,20174,5181,103748,17.421724680776634
25099,16280,2785,29575,30.97832582971433
133438,92140,49260,141781,43.97918883676314
135559,45295,10290,494273,1.5121460028474694
83959,10349,34030,55351,19.079491180218913
118106,43323,47237,302310,21.540649924643972
51860,31654,122,184734,12.801966833783265
87075,67393,10805,166776,34.085213896066605
29111,16834,11431,166490,19.620246642162755
113989,28881,42818,243260,17.023309266683626
76457,43748,39445,421590,24.245981401310544
101036,69524,20613,2105,42.462043232115285
108566,39429,16744,137674,17.987583589705807
121196,104681,47987,127647,53.75833360836991
113277,90440,31246,332154,36.29218641030394
102914,5253,19646,397031,0.0
100843,9409,25086,230824,3.170968733575954
56046,12744,20177,121120,14.964136602076863
90200,73715,21795,431893,26.586308203991127
54493,33758,13490,267282,16.352375534472316
51761,46349,3484,6069,46.87824810185275
82984,38227,38072,178199,30.647293454159836
115887,61468,29477,632390,11.695056391139644
124863,5936,14854,333188,0.0
85357,18082,13349,204472,4.8701336738638865
49542,12433,21717,59083,24.11923216664648
113502,74817,25997,41726,40.28210956635125
111165,96124,65201,129008,60.89326676561867
78830,66102,43027,378326,39.76341494354942
115236,40626,65284,57147,37.80871429067305
37376,15268,7085,176533,4.3914544092465775
17183,8281,5331,9930,33.61694698248269
99446,25258,7671,77908,11.867747320153649
94076,31551,34706,203360,20.7171861048514
127564,35681,7323,325748,3.513765639208554
118576,61655,3467,542111,4.308418229658617
120846,39835,28347,352200,11.292305910001156
26168,18847,9712,141744,25.85715377560379
101944,80179,19077,169793,38.4825492427215
82240,15963,41231,403774,5.21060311284047
55638,15763,1945,230561,0.0
26039,6260,13595,84399,16.698221897922345
67154,27044,20362,310909,9.1153914882211
39144,38007,4097,73009,43.40856836296751
38138,36223,5320,150261,33.369474015417694
82426,38442,26969,387661,12.891017397423141
20996,14152,7808,90163,27.10540102876739
130704,28549,56012,62117,25.686627800220343
65222,25277,10292,262011,5.603554015516238
75152,29933,4614,275143,4.06502820949542
136952,112608,42427,503534,35.12040714995034
115132,26312,62454,88102,29.298978563735538
70626,44901,7722,186797,22.93694956531589
46494,34129,15568,193923,29.24151503419796
102953,27370,61312,305852,22.259866152516196
146033,77126,52726,313735,30.10733875219985
144739,14642,70713,530349,6.279406379759433
21244,17655,3797,34763,40.52038222556957
84126,75182,2063,78472,41.001117371561705
143886,108957,18671,122467,38.79706851257245
83658,73842,5342,281335,29.872875277917238
76077,52648,22936,368803,22.422348410163384
105114,65747,47108,493062,25.746903362064046
24681,15711,3205,133119,12.022405899274744
74837,70130,12453,405048,28.511231075537502
23031,6804,10272,80962,15.034952889583604
101507,50195,58249,333588,31.24681056478864
108187,62015,13093,61440,30.662371634299866
59236,5456,10985,146874,0.0
139057,120307,71853,178863,57.495523418454304
134625,84018,23827,477660,20.543584029712164
69990,49418,28041,330937,27.687598228318333
135019,10087,45854,441385,0.9745665424866132
85537,60217,1182,505028,10.752130656908705
99125,72716,28793,61271,45.2072131147541
70146,58207,35332,74045,56.359664129102164
135497,126719,21059,630809,29.70003025897252
52371,16342,17373,139332,15.56892173149262
81438,68467,17214,400838,25.881283921510843
94689,73981,52297,293309,45.66934913242298
25538,10302,15150,3529,43.2083561751116
137684,105837,77172,656799,37.00310130443624
88199,84789,28185,316446,42.9100103175773
48269,23526,20206,82686,32.54904804325758
44693,29326,5482,161940,19.597699863513302
110239,18752,16819,446034,0.0
77644,71238,13455,252255,36.56206532378548
114680,41904,45392,118888,28.9190791768399
82890,39289,17971,289622,14.901435637591995
21926,10398,523,11491,22.04528869834899
86769,36683,998,383139,0.0
123906,112872,3780,313774,34.10593514438364
58457,39026,19834,27873,44.567716441144775
142616,87192,45054,843846,18.205250462781173
142937,132783,31151,544053,36.13427593974968
81040,78287,23047,110387,52.866423988154
118930,75482,58665,413373,34.085890860169854
96780,57052,6507,92843,27.36789625955776
67583,11799,39716,256757,13.240089963452345
116075,35425,33721,658504,1.879948309282792
131103,114354,28198,619524,28.588209270573515
70992,13908,2140,194487,0.0
37861,23359,21375,50596,46.74916140619634
60212,51937,34078,9189,65.0040689563542
144691,17385,61897,469807,6.884291351915461
103414,40412,34759,444361,11.498974993714583
53155,18996,30533,18064,39.145894083341176
73673,32128,28191,93191,30.785837416692683
43362,14260,23224,233800,12.866334578663349
68654,25738,9431,107246,16.428904360998633
103829,61237,25858,209232,29.3753190341812
133286,114089,35545,248423,44.14668457302342
145049,99085,43525,864013,21.158539528021564
91857,89241,52452,530546,46.416767366667756
143869,86957,19423,518472,17.60219366229
59182,18827,34614,238650,19.138589435977156
24131,18675,5405,45593,38.207492437114084
37199,15718,14155,183266,11.714562219414496
120982,120832,26896,419381,41.49819807905308
137192,31754,46431,778655,0.11035628899644223
136324,84165,41656,582634,21.72266072004929
47640,38042,12433,247353,25.36565910999161
58385,6605,10200,337513,0.0
54731,9682,20753,274130,0.0
60119,15972,23673,41712,25.56529549726376
69484,61055,38776,74489,60.896681250359805
118312,22809,14419,399130,0.0
77226,63421,23412,14136,52.273198145702224
137505,61792,43058,60501,32.79455292534817
114059,15884,60094,340261,13.121761544463832
140621,109361,44992,737195,26.683105652783013
107631,21944,27416,358565,3.7258317770902423
126222,37877,35371,132374,20.96956156612952
79064,73689,20706,38954,54.61297176970555
97574,87235,18400,163286,43.87767233074384
134642,121381,82,466243,27.785646380772718
38237,14243,17401,146945,17.612914193059083
119721,11687,68708,389868,11.554614478662891
136877,58913,45298,716493,9.757994403734742
90330,88262,48005,114198,63.79176353370973
20142,9219,10552,70544,26.328567173071193
59131,6246,35013,27894,26.607870660059866
132085,64983,64614,109037,40.038800772230005
112913,56985,47695,424499,23.332610062614584
77493,61368,20788,325935,29.29612997302982
77290,9898,3364,444039,0.0
54105,41474,20719,103278,44.100730061916636
148332,124132,49474,722805,30.819614108890867
69789,32760,19077,337612,10.216796343263262
35330,23959,5279,6679,38.93900367959242
67604,33466,17089,201929,19.928036802556065
101068,53626,39032,40497,39.974027387501486
63513,22741,24102,211068,16.465762914678884
49260,45831,26180,83782,59.27405602923264
90847,25741,35001,61610,26.18732594361949
64003,29314,12144,317833,5.660594034654622
116164,22588,16108,544884,0.0
22328,5331,8334,33695,19.32259942672877
122580,7414,25027,322416,0.0
116321,102904,35838,374906,40.4414508128369
133206,9087,77254,31717,25.41871237031365
87645,86224,42656,101449,62.86947344400707
27105,18884,6213,136036,19.00368935620734
146854,71399,24931,119831,27.020271834611243
120704,16122,20589,42182,11.753960100742313
18247,9028,7819,12031,38.581958678138875
123361,16329,51487,684438,0.0
108203,65027,2780,187170,22.42728944668817
59037,7561,15213,298134,0.0
52850,26156,25621,12901,42.91646168401135
140605,31114,36868,646813,0.0
61071,11057,23974,215240,7.1328453766927
92933,59821,51619,38992,52.30488631594805
24187,14262,6045,5614,38.319345102741146
134395,81314,28256,786827,13.661706164663862
70132,37690,26754,181679,29.177337021616378
26697,6097,8865,46124,16.062853504139042
102885,68853,2500,34121,32.77489429946056
40154,11222,4539,6459,17.69101459381382
36652,28400,6143,78114,34.79073447560842
110645,67836,14685,437457,16.195173753897603
24052,16099,10471,83531,33.516339597538675
91141,47479,53281,539522,24.43099154057998
139772,127106,7156,663021,23.799008385084285
83575,50898,6669,220747,20.43583607538139
66542,26658,8212,329327,0.2215893721258766
146921,45867,63381,202088,25.987775743426745
136477,103244,72774,487903,41.279079991500396
31637,20858,8834,159826,19.133767424218476
90018,62338,37427,307517,34.175331600346595
127199,81468,19036,471152,19.48977586301779
48502,45549,25255,254445,42.78380272978434
95410,43913,42332,462353,16.530395136778118
128066,122316,49029,109718,58.78507956834757
34200,24056,12933,64135,40.919444444444444
108324,80744,5079,159949,31.762259517743075
123031,115557,58818,189879,58.3688257431054
51587,43380,9203,214927,28.34987496849981
19192,14522,9392,32915,48.83310754481033
147982,59012,42929,486639,15.10024867889338
113751,87365,39021,656364,27.12340990408876
54801,17709,15774,44191,23.63925840769329
23498,17205,6343,12801,44.6831645246404
57723,57364,11485,75691,51.09133274431336
83118,61211,42245,156366,47.74561466830289
139646,82540,31018,551606,18.68789653838993
127640,123298,2946,416520,32.90614227514885
60153,9237,11742,262493,0.0
85581,67569,3320,449786,16.028382468071186
74869,32210,22321,135418,24.392605751379076
82296,72493,31183,390531,35.47335228929717
63267,45603,7864,166044,27.889579085463193
140189,55007,52067,521301,15.882308883007948
96294,88950,35255,551089,35.83141213367395
63353,61470,8553,53664,49.678783956560856
88493,43429,22527,215707,22.53279920445685
58097,8473,14995,83827,10.401827977348226
96721,18827,17813,378201,0.0
144877,51942,30712,831819,1.405709670962267
35064,19976,6495,159603,13.135552133242076
44442,21815,23503,158773,27.834143377885788
42172,12224,5352,111,19.556222137911412
91566,29119,44056,58331,31.96093528165476
95928,20675,39622,512251,2.2978692352597747
48467,17856,25862,284971,14.764788412734433
68128,54297,19899,275694,31.299025364020665
108323,65431,9338,371618,16.496773538399047
128599,89821,13714,429498,22.48944393035716
115000,24630,40532,335474,10.220956521739131
136363,11583,69433,224118,16.396529850472636
68264,32499,36079,274767,24.819450955115435
132933,22947,55253,410235,9.82671721844839
106944,6095,45742,469821,0.0
37480,6959,22374,30461,29.098319103521877
17131,11632,5912,55916,31.434242017395363
86070,28036,6691,509580,0.0
52163,47303,8684,153308,37.305561413262275
17303,5678,2620,17291,17.467780153730565
20662,9227,5386,24869,26.73724712031749
45011,40014,901,67444,37.75788140676723
109976,31970,33311,81850,22.92945733614607
109813,71874,26525,86852,38.432972416744825
95110,42068,47172,105333,36.41693828198928
70106,64880,761,231030,30.229794882035772
134993,56588,77402,355826,30.715296348699567
111545,34104,1835,18595,15.111614146756915
49556,42123,12518,179843,34.45909677940108
79291,34052,10654,346067,5.0248451905008125
37681,34837,11606,15534,56.485231283670814
17214,5643,9805,75764,17.168002788428026
125611,53206,38465,428720,16.362420488651473
114473,63369,52875,479077,25.22922435858237
58288,45841,30907,237294,40.177395004117486
137381,8042,64031,182764,14.918511293410294
43673,19331,17372,190773,16.201428800402997
44866,10054,8905,131346,4.506084785806628
58176,33264,23944,344938,20.05225522552255
20094,17101,8022,83609,37.71698019309247
104929,57657,3270,570020,3.720849336217821
87367,63162,40810,279769,38.8207790126707
79184,59310,46490,301204,41.91604364518085
16739,10866,87,47380,18.512455941215126
31762,14199,15986,111715,24.898148731188208
28388,22935,1109,69846,29.65619275750317
136759,36617,43496,766481,1.109360261481875
111043,95664,11112,425992,27.89658060391019
146979,42463,23981,16799,20.400159206417246
134739,60829,70375,98639,39.80477070484418
85544,27816,4519,173897,8.207179930795846
86521,85154,1276,327091,30.897527767825153
66276,38199,30267,129821,37.291402619349384
71837,44730,29447,63475,43.11155811072288
119851,101240,54536,588620,35.88071855887728
83845,59721,38196,30890,51.99403661518277
24617,23754,5077,73430,41.582239915505546
109174,8700,17277,412714,0.0
121154,110308,9757,511283,27.644691879756348
17917,8229,6763,29296,29.887257911480717
94439,26010,36771,85176,24.83571405881045
26919,5971,10269,12362,24.053642408707603
83022,39875,40930,376525,21.05857483558575
24934,13498,6844,119167,14.15035694232774
123330,106653,54859,442175,43.10496229627829
89296,80736,3060,148905,38.23995475721197
133322,54438,4657,616569,0.0
117259,6286,22311,698349,0.0
87005,80620,33894,254282,47.30015516349635
109991,75811,10548,502191,15.469583875044318
44520,25016,4071,187018,10.749101527403415
136263,87363,65860,534116,31.791241936549174
54228,9692,9475,296390,0.0
36750,15171,11245,191520,7.880272108843535
111028,104985,11787,628141,26.525110782865582
53842,44738,24418,130592,47.55878310612533
23913,14261,5249,79849,21.902939823526953
79741,6668,7745,394909,0.0
70372,29369,8188,254572,7.433496276928324
26829,25693,4449,40668,46.93689664169369
19282,5610,2436,97215,0.0
70545,60909,42096,58717,62.877666737543414
147538,49057,34906,488152,9.545540809825269
73200,53100,34936,281821,36.11113387978142
106978,38212,36063,247461,19.778038475200507
43310,25496,7273,220039,11.151466174093741
96723,15679,32443,95365,16.592175594222677
56166,37059,9289,125773,28.409446996403517
62371,22266,30574,340864,12.45747222266759
92536,82478,19857,344882,34.513810841186135
96213,48764,15165,425736,9.521790194672239
76814,63788,6639,423023,19.9782591715052
137939,38089,11573,612804,0.0
82056,9854,29217,151162,11.03599980501121
27263,22285,7498,112770,31.189524263654032
141117,80130,19237,258546,24.683418723470595
93179,67724,16274,248646,29.98454587407034
123620,55202,13076,461364,7.897751172949359
84902,28675,29583,295333,13.432015735789502
24779,23303,2153,27530,44.942088058436575
117872,62542,36307,393795,22.14609915840913
102206,60086,24440,359631,21.366113535408875
85978,55061,16028,35728,37.39945102235456
99574,97517,58484,50336,69.93321549802157
35820,23718,4432,45614,31.6892797319933
56140,50284,6093,199190,31.385286783042392
120619,49605,32503,523134,9.656024341107116
104706,97020,37053,91186,56.13040322426605
129611,35627,39593,491483,7.002916419131097
117843,101924,42447,688542,32.65365783287933
111760,104336,51856,222586,55.28015390121689
134461,71988,18406,772531,7.244591368500906
21031,16029,7140,118075,26.68798440397508
23638,16388,2233,125604,13.443184702597513
19355,9937,3234,74530,13.100490829243089
92470,10988,22409,96451,10.419649616091705
131548,73477,60099,582219,24.072695898075228
145618,13901,42741,496381,0.0
109569,5481,65350,513613,2.9203971926365995
41150,28038,10872,9443,43.48882138517619
38279,16631,4042,10112,24.626296402727345
20551,15503,7338,6802,50.34596856600652
87316,68192,19168,442449,22.829950982637776
109353,85719,46660,468577,34.83640137902024
42495,13498,18288,93581,22.085304153429814
48545,14745,24688,94861,25.758883510145225
76011,48668,41952,415133,29.090592151136022
101446,58076,48582,194535,38.19179662086232
16250,10924,4953,82532,20.804307692307688
41051,35898,24368,3840,67.00007307982753
18361,15731,3072,31456,40.96454441479222
107474,37982,11561,614072,0.0
111449,80300,20159,616559,18.260684259167874
134494,8615,34312,329201,1.1690112570077478
149575,69147,67912,181669,35.20297509610563
97258,28120,37109,163501,21.312951119702234
26157,23334,7970,93621,38.89570669419277
110223,86838,32940,460355,30.463015885976617
77280,48263,19226,151938,31.34704968944099
58455,17011,32510,158928,23.20263450517492
41971,16974,17275,28177,33.32813132877463
46810,11753,7544,22395,16.608310190130315
132073,80342,6695,357836,18.896519349147823
141059,50029,25433,89397,21.77659702677603
31411,18704,240,4851,29.306453153353917
70973,20074,40587,5213,36.64935961562848
40560,31590,18784,31241,53.615754437869825
103930,70251,31943,440632,24.89281246993169
97229,76359,30938,298223,36.659381460263916
69830,15890,31071,270691,9.793570098811397
123321,52455,40364,735354,9.360003567924359
25305,22497,4662,96854,32.683659355858524
69625,30354,18040,324821,8.835834829443442
51522,10376,5263,53485,8.965005240479794
123081,19099,63295,212081,19.71340011862107
40801,31615,2311,1190,40.86272395284429
27281,12737,6993,157759,8.597375462776291
61055,57691,16393,249618,37.542871181721395
142884,99195,83582,486074,41.10089303210995
132794,129243,68482,290644,58.34759100561772
136998,56038,43447,109410,29.14444006481847
133549,132012,35662,179986,53.3673033867719
86442,46079,5444,213352,16.831517086601423
84423,48188,24350,45426,37.38637575068405
143901,82515,59187,815143,20.122896991681785
144629,14030,3866,294303,0.0
90734,46314,25087,56511,33.46733308351886
145060,126994,8560,410249,31.9926582103957
140681,75113,57812,86585,40.056617453671784
91690,54610,26318,414414,18.662340495146687
16320,15242,4885,39214,46.65625
83474,75235,19490,277774,37.76601097347677
122727,88182,29842,666953,20.652382931221325
22963,21228,12269,43516,58.11871271175369
87166,15495,2499,478574,0.0
59760,56774,23532,131785,52.22648929049531
48704,14177,8621,206295,0.4561227003942179
20487,19900,11580,39014,61.655195977937225
32269,23849,12777,97650,37.660912950509775
25703,12446,11737,6964,41.122048009959926
119497,56835,69671,498050,26.26291873436153
61311,38432,8103,70932,30.843731141230776
82216,36870,37710,487002,15.769436606013429
109601,38899,45081,329153,19.18253483088658
24820,5543,9844,107020,5.471796937953265
67937,61406,39609,266099,48.930111721153416
70123,23103,14686,127236,15.778132709667299
58978,24045,30899,309532,16.34100851164841
56324,46574,10054,60974,43.072047439812515
119898,5164,13544,466860,0.0
60031,14105,30515,181399,16.972147723676102
114094,42320,47628,595039,10.243921678615877
82913,45424,21344,295209,19.887291498317513
92574,57469,44946,334514,32.39268045023441
47082,33751,1338,276380,11.979525083896178
111334,32094,40125,587054,3.8294680870174425
86230,52946,26122,10616,42.202249797054385
100433,35284,57624,14802,39.77925582228949
137390,29220,60653,359493,15.209658635999705
40160,35423,8511,70655,43.78274402390438
33896,19003,8678,84965,25.738877743686572
80504,18421,48185,450548,10.382713902414793
38141,25022,10818,187996,19.50237277470439
77496,19490,27422,426439,1.7288634252090453
75509,7998,16428,125787,5.669324186520811
121430,74794,5624,497990,12.144527711438688
91478,8735,11241,453012,0.0
58623,44483,18481,281599,26.532163144158442
108546,43067,59781,36108,40.2046137121589
47943,42906,22893,35389,60.15633147696222
86924,86000,9891,32555,52.14745064654181
99173,50810,54879,335370,30.843173041049475
43452,17684,6239,111593,13.251288778422165
22281,15387,3685,33144,33.7071944706252
46548,11668,12754,49498,18.176291140328264
79305,24491,25196,455130,3.1494231132967627
41659,38157,23860,7292,67.83144098514127
113335,21527,29277,407029,1.8730753959500603
63949,8678,8507,197935,0.0
76426,38358,302,396573,0.2529243974563613
75725,66964,31779,334595,38.909012875536476
79789,32042,10290,440997,0.23781473636716655
39638,37783,13048,193349,36.43788788536253
25852,17992,34,94082,16.654417453195105
84635,81427,16054,37063,53.502628936019384
25882,14282,9159,117158,19.112510625144886
106005,102650,56054,493252,46.30347625112023
98611,59255,37625,117867,39.33044994980277
48051,32462,25448,71811,47.49047886620466
146234,51559,25998,40818,23.344639413542676
106458,19767,13868,567402,0.0
19037,12123,5328,40264,32.46047171297999
48408,27263,17348,224405,19.315918856387377
147472,94874,10625,607264,14.459558424650101
138449,54542,31593,337565,16.634247990234673
77873,61329,30106,291182,36.14577581446714
36958,32499,5010,69594,39.97456572325342
143007,59346,3687,421311,7.050179361849423
141516,11742,40771,143986,10.585446168631107
42267,15858,20043,142688,20.84794283956751
121027,9155,24299,614875,0.0
95539,42845,27641,123746,27.51923298338898
148422,77893,48583,54460,37.498955680424736
50216,37349,24936,40207,53.04793292974352
114765,38804,58151,243044,26.58493443122903
31326,26050,11413,150433,32.14119261954925
101048,27977,53534,184154,25.922729791782125
18987,16277,4148,105105,26.602148838679092
42849,17153,16196,197050,12.141240168965439
32385,23796,14096,139454,32.61911378724719
78212,28197,19394,251372,11.874776249168924
71181,19467,594,390417,0.0
40288,5169,17912,71850,15.281969817315332
133802,49010,29560,218162,18.998893887983737
30134,29184,14095,171735,42.1334704984403
102584,85770,20620,242462,38.02727520860954
131506,73438,19313,56709,31.640191322068958
60483,28381,34880,160750,33.240745333399474
41307,15363,8729,207671,2.048926332098681
50149,9653,19640,256933,0.2896368820913686
112839,6760,39653,647922,0.0
79088,65100,24456,134442,45.02617337649201
119905,67101,68145,251923,40.20879029231475
33125,16452,9797,109745,20.0982641509434
70685,44768,24285,186867,32.19162481431704
47131,25211,5980,229888,7.432687615369925
61321,33285,5475,92242,23.190098008838735
121094,40425,68481,216504,30.37285084314665
36136,30743,3818,30171,42.58952291343812
